title,company,location,date,deadline,url,jobcode,campus,department,workplace_type,description,requirements
טכנופדגוג- היחידה להוראה ולמידה,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5017,JB-5017,קמפוס הר הצופים,,onsite,"הובלה והטמעה של מערכות למידה ממוחשבות ופתרונות דיגיטליים תומכי הוראה ולמידה בקרב סגל אקדמי ומנהלי ובכלל זה:
•	פיתוח והנגשה של חומרי למידה דיגיטליים וכלים אינטראקטיביים, לרבות כלי בינה מלאכותית.
•	מתן מענה שוטף לסגל ההוראה באוניברסיטה בהטמעת שיטות הוראה ולמידה חדשניות תוך מתן עזרה פדגוגית וטכנולוגית.
•	כתיבת מערכי הדרכה לכלל מערכות ההוראה הממוחשבות ועדכונם השוטף.
•	מתן מענה שוטף לרכזי תמיכה בטכנולוגיות להוראה ולמידה ומתאמי מחשוב יחידתיים.
•	מטלות נוספות בהתאם להנחיות הממונים.","•	תואר אקדמי. תואר בטכנולוגיות למידה/ מערכות מידע/ חינוך/ מדעי המחשב. תואר שני- יתרון.
•	ידע וניסיון במערכות למידה ממוחשבות. הכרת מערכת Moodle- יתרון.
•	ניסיון עם טכנולוגיות הוראה- יתרון.
•	ניסיון בעבודה בסביבה אקדמית- יתרון.
•	היכרות עם מערכות -AI יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	יחסי אנוש מצוינים ויכולת עבודה עם קהל מגוון ובממשקים מרובים.
•	נכונות לעבודה בשעות נוספות במידת הצורך.
היקף: חצי משרה."
מומחה/ית מערכות הזדהות-האגף למחשוב,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,2026-05-11,https://huji.hunterhrms.com/job-details/?jobcode=JB-4760,JB-4760,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"•	שותף בכיר בצוות פיתוח מערכות IDM האוניברסיטאיות.
•	פיתוח ותחזוקת המערכות הקיימות וכתיבת מערכות חדשות המתממשקות לקיימות.
•	שילוב מוצרים חיצוניים במערכות, כולל מוצרים מסחריים ומוצרי קוד פתוח.
•	כתיבת ממשקים חדשים למערכות חיצוניות.
•	פיתוח במערך מסדי הנתונים של מערכת ה-IDM, ופיתוח בתוכנות עזר.
•	משימות נוספות בהתאם לדרישות הממונים.","•	תעודת בגרות מלאה. תואר במדעי המחשב או לחליפין תעודת הנדסאי תוכנה/חומרה – יתרון.
•	ניסיון של 3 שנים ב-MYSQL, כולל פרוצדורות ו-Triggers.
•	ניסיון בעבודה במערכות גדולות מרובות תשתיות מורכבות - יתרון.
•	ידע ב-LINUX כמשתמש מתקדם.
•	ידע בשפת תכנות מודרנית (Python וכד’).
•	יכולת למידה של פרוטוקולים ומוצרים מורכבים.
•	היכרות פרוטוקולי הזדהות: SAML2, OAUTH, LDAP – יתרון.
•	ידע ב-JAVA- יתרון.
•	ידע ב-PHP- יתרון.
•	ידע במערכת NetIQ IDM – יתרון.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	יחסי אנוש טובים, יוזמה ויכולת עבודה בצוות."
מנהלן/ית הוראה ותלמידים- הפקולטה למשפטים,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,2026-05-10,https://huji.hunterhrms.com/job-details/?jobcode=JB-4935,JB-4935,קמפוס הר הצופים,,onsite,"•	ריכוז וטיפול בפניות תלמידי בוגר ובכלל זה: סיוע ברישום לקורסים, מתן מידע על תכנית הלימודים, הנפקת אישורים לראיונות ולהתמחות ועוד.
•	קבלת קהל ומתן מידע לסטודנטים בנושאי הוראה ותלמידים.
•	טיפול והכנסת שאלוני בחינות למערכת מודל בחינות.
•	אישור ציוני קורסי בחירה וסמינרים במערכת האורביט, כולל ניהול בקשות להארכת זמן וטיפול בערעורים.
•	מעקב אחר התקדמות הסטודנטים בהתאם לדרישות התואר
•	ריכוז פניות ותמיכה במערכת האורביט מול גורמים אחרים במזכירויות החוגים של משפטים וקרימינולוגיה
•	עבודה משרדית שוטפת במזכירות תלמידים: מענה לפניות טלפוניות ופניות בדוא""ל ממרצים וסטודנטים והפקת דוחות נתונים.
•	סיוע בארגון טקסים ואירועים של הפקולטה.
•	מטלות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי.
•	ניסיון בעבודה בנושאי הוראה ותלמידים - יתרון.
•	ניסיון בעבודה עם מערכות ממוחשבות של האוניברסיטה (אורביט ומודל) - יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט, בפרט ב- Excel.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	יכולת עבודה בצוות, תודעת שירות גבוהה, כושר ארגון ועמידה בלוח זמנים.
היקף:  משרה מלאה"
"מנהלן/ית הוראה ותלמידים-ביה""ס לתלמידים מחו""ל ע""ש רוטברג",האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,2026-05-10,https://huji.hunterhrms.com/job-details/?jobcode=JB-5031,JB-5031,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"•	אחריות על גיוס, רישום וטיפול בתהליכי קבלת סטודנטים לתוכניות מוסמך בינלאומיות.
•	ניהול קשר שוטף עם סטודנטים באמצעות ערוצים דיגיטליים ופרונטליים.
•	כתיבה ועריכה של תוכן שיווקי באנגלית עבור אתר היחידה וחומרי הפרסום.
•	תחזוקה, ניהול והרחבה של מועדון הבוגרים.
•	טיפול ועדכון בדפי ביחידה ברשתות החברתיות.
•	העברת ימי אוריינטציה והצגת התוכניות בימים פתוחים וירטואליים (באנגלית).
•	הפקה וניתוח דו""חות בנוגע לנתוני קבלת תלמידים.
•	משימות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי.
•	ניסיון אדמיניסטרטיבי.
•	ניסיון בעבודה בתחום השיווק - יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה מאוד, כולל יכולת כתיבה ברמה גבוהה.
•	כושר ארגון, תודעת שירות גבוהה ויכולת לעבוד באופן עצמאי.
•	חשיבה יצירתית ואסטרטגית.
היקף:	משרה מלאה"
רכז/ת היחידה ללימודי שפות- הפקולטה למדעי הרוח,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5003,JB-5003,קמפוס הר הצופים,,onsite,"ריכוז ותפעול כלל היבטי הפעילות של היחידה ללימודי שפות, בהתאם להנחיות ממונה אקדמי ומנהלי. התפקיד כולל:
•	מתן מענה שוטף לסטודנטים ולסגל היחידה (פרונטלי, טלפוני ובדוא""ל), ומתן מידע למתעניינים.
•	אחריות על רישום סטודנטים מכלל התארים לקורסי השפה, כולל תיאום מבדקי רמות ופטורים.
•	סיוע בבניית תוכנית הלימודים השנתית ושיבוץ הקורסים בתיאום עם הגורמים הרלוונטיים בפקולטה ובאוניברסיטה.
•	ניהול מערך הבחינות, פיקוח על הזנת ציונים וטיפול בערעורים.
•	ניהול מערך ספרי הלימוד (מול יבואנים), מעקב רכישות וחלוקה.
•	ארגון לוגיסטי של אירועים והשתלמויות יחידתיות.
•	אחריות על מתקני היחידה, מעקב ציוד, ניקיון ותחזוקה שוטפת של החדרים.
•	ביצוע מטלות נוספות בהתאם להנחיות הממונים.","•	תואר אקדמי.
•	ניסיון אדמיניסטרטיבי קודם.
•	שליטה מלאה ביישומי Office ואינטרנט.
•	היכרות עם מערכות המידע של האוניברסיטה – יתרון משמעותי.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	כושר ארגון, ניהול ותיעדוף משימות בסביבה מרובת משימות, יחסי אנוש מעולים, יכולת עבודה בצוות, דייקנות, יוזמה וגמישות.
•	ניסיון בסביבת עבודה רב-תרבותית – יתרון.
•	נכונות לעבודה בשעות נוספות במידת הצורך.
תקן:  37-39 בדרוג מח""ר.  המשרה כוללת רמת רכב א'.
היקף:  משרה מלאה."
עוזר/ת לראשת המדור להכשרה מקצועית ומעורבות חברתית- בית הספר לעבודה סוציאלית ולרווחה חברתית,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5030,JB-5030,קמפוס הר הצופים,,onsite,"•	ריכוז התוכנית למעורבות החברתית ובכלל זה: תפעול מקצועי של התוכנית, גיוס מדריכים, הדרכה וליווי שוטף של המדריכים והמדריכות, ניהול קשר מול ארגונים חיצוניים וביצוע שיבוצי סטודנטים.
•	השתתפות בהובלה של תהליכים ארגוניים במדור.
•	ניהול יומן פגישות דינמי.
•	ריכוז והפקה של אירועי המדור וימי שיא.
•	ריכוז נתונים במערכות הממוחשבות, מעקב ובקרה אחר תהליכי הערכה ומשוב וניטור איכות ההדרכה.
•	עבודה שוטפת ותיאום מול רכזות המרכזים, מדריכים וגורמי פנים וחוץ באוניברסיטה.
•	מטלות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי . תואר בעבודה סוציאלית- יתרון.
•	ניסיון קודם בעבודה אדמיניסטרטיבית.
•	ניסיון בהדרכה וליווי צוותים -יתרון.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	שליטה מלאה ביישומי Office , אינטרנט ויכולת למידה של מערכות חדשות.
•	יחסי אנוש מעולים, תודעת שירות גבוהה ויכולת עבודה בצוות.
•	יוזמה, דייקנות, אחריות אישית ויכולת הובלת תהליכים עצמאית.
היקף:	חצי משרה."
מנהל/ת היחידה לתשתיות מחקר- הרשות למחקר ופיתוח,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,,https://huji.hunterhrms.com/job-details/?jobcode=JB-5029,JB-5029,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"ניהול והובלה של היחידה המרכזית לתשתיות מחקר ובכלל זה:
•	מיפוי תשתיות מחקר קיימות אל מול מיפוי צרכים רוחביים של יחידות האוניברסיטה השונות.
•	גיבוש תכנית עבודה רב־שנתית לפיתוח תשתיות המחקר, זיהוי מגמות עתידיות והמלצות לפיתוחים חדשים.
•	הובלת פרויקטים לשדרוג והקמת תשתיות חדשות, בתיאום עם יחידות רכש, תקציבים ואב""ת.
•	הבטחת שימוש יעיל במשאבי יחידות התשתית והנגשתם לחוקרים וליחידות שונות.
•	ניהול תקציב ותכנון משאבים: הכנת תקציבי פיתוח ותפעול, איגום מקורות מימון, הטמעת מנגנוני תמחור ובקרה.
•	ניהול צוות, פיתוח מקצועי והכשרה.
•	תיאום ושיתוף פעולה עם גורמי פנים באוניברסיטה ועם משרדי ממשלה, קרנות וגופים חיצוניים לקידום השקעות בתשתיות מחקר.
•	ייזום ופיתוח שיתופי פעולה עם מוסדות בארץ ובעולם בתחומי תשתיות המחקר.
•	ייצוג האוניברסיטה בפורומים מקצועיים מול גופים ממשלתיים, רגולטוריים ואקדמיים בארץ ובחו""ל.
•	מטלות נוספות בהתאם להוראות הממונים.
כפיפות למנהלת הרשות למו""פ ולסגן הנשיא למו""פ.","•	תואר ראשון בכלכלה/ מנהל עסקים/ חשבונאות/ מדעים ניסויים או תחום רלוונטי אחר. תואר שני ומעלה – יתרון.
•	ניסיון מוכח בניהול תקציבים, בניית מודלים כלכליים ותמחור.
•	ניסיון בניהול תחום תשתיות מחקר/ מעבדות/ מרכזי שירות למחקר באקדמיה או בגוף ציבורי/ממשלתי- יתרון.
•	היכרות עם עולם המימון למחקר ותשתיות מחקר בארץ ובעולם – יתרון.
•	ניסיון בניהול צוות עובדים - יתרון.
•	שליטה מלאה ביישומי Office.
•	שליטה בשפות עברית ואנגלית ברמה טובה מאוד, בכתב ובעל פה.
•	כושר ניהול, יוזמה, ראייה מערכתית, יכולת עבודה מול גורמים בכירים בארץ ובחו""ל, תודעת שירות גבוהה ויחסי אנוש מצוינים.
היקף:	משרה מלאה"
מינהלן/ית הוראה ותלמידים- מכון איינשטיין למתמטיקה- הפקולטה למתמטיקה ולמדעי הטבע,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,,https://huji.hunterhrms.com/job-details/?jobcode=JB-4977,JB-4977,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"מתן שירות לסטודנטים, לסגל האקדמי ולסגל המנהלי בנושאי הוראה ותלמידים ובכלל זה:
•	מתן מידע , ייעוץ והכוונה למתעניינים ולסטודנטים בנושאים של תוכניות הלימוד של החוג, נהלי לימודים והפניית סטודנטים לגורמים מוסמכים.
•	קבלת קהל וטיפול בנושאים השוטפים של תלמידי החוג ושל תלמידי קורסי השירות: סיוע ברישום ללימודים ולקורסים, פתיחת הקצאות, טיפול בחריגים, טיפול בפטורים ובשיוכים, קבוצות לימוד וכד'.
•	ריכוז וטיפול נושא הבחינות בחוג הכולל תכנון והכנת לוח הבחינות בתיאום עם הגורמים הרלוונטיים.
•	אחריות על נושא הציונים כולל ריכוז הנושא, מעקב אחר דיווח הציונים, טיפול בבעיות וכד'.
•	טיפול בסגירת תארי מוסמך: תיאום מבחני מוסמך, מעקב אחר מבחנים, והתזה וסגירת התארים.
•	ריכוז וטיפול בסדנאות ההכנה למתקבלים: טיפול ברישום, הקצאות, תשלומים, ביטולים וכיו""ב.
•	טיפול בוועדות החוג: תיאום מועדי הוועדות, ריכוז עבודתן, טיפול בהחלטות הוועדות וכד'.
•	סיוע בארגון ימים פתוחים, ימי אוריינטציה וטקסי החוג.
•	מטלות נוספות בהתאם להוראות הממונים.","•	תואר אקדמי.
•	ניסיון בעבודה בנושאי הוראה ותלמידים - יתרון.
•	היכרות עם מערכות ממוחשבות בתחום מנהל תלמידים (אורביט ומודל)- יתרון.
•	שליטה מלאה ביישומי Office ואינטרנט ויכולת למידה של מערכות ממוחשבות.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	תודעת שירות גבוהה, יחסי אנוש מצוינים, יכולת עבודה עצמית ובצוות, כושר ארגון וסדר.
•	יכולת עמידה בתנאי לחץ ועומס עבודה.
•	נכונות לעבוד בשעות נוספות, על פי הצורך.
תקן:  37-39 בדירוג מח""ר.  המשרה כוללת 575 קילומטרים.
היקף: משרה מלאה (חצי תקני+חצי ארעי)."
ראש/ת צוות דיווח ובקרה-הרשות למחקר ופיתוח,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,2026-05-05,https://huji.hunterhrms.com/job-details/?jobcode=JB-4979,JB-4979,"קמפוס  ע""ש אדמונד י.ספרא",,onsite,"האוניברסיטה העברית בירושלים היא המוסד המוביל בישראל להשכלה גבוהה. האוניברסיטה חרטה על דגלה חזון של מצוינות בהוראה, מחקר ובהון האנושי.
הרשות למחקר ופיתוח באוניברסיטה העברית מחפשת ראש צוות דיווח ובקרה -  תפקיד מרכזי ובעל השפעה, הכולל אחריות על ניהול צוות, בקרת תהליכים פיננסיים והובלת שיפורים בעבודה מול חוקרים ומממנים בארץ ובחו""ל.
תיאור התפקיד:
•	ניהול צוות רכזי תקציב ודיווח: הובלה, הדרכה ופיקוח על ביצוע המשימות.
•	אחריות על הכנת ובקרת דוחות כספיים לתקציבי מחקר, תוך עמידה בדרישות המממנים.
•	אפיון ושיפור תהליכי עבודה.
•	קביעת נוהלי עבודה והנחיות לדיווח בהתאם לכללי המממנים ולנהלי האוניברסיטה.
•	ליווי ביקורות רו""ח ותיקון הליקויים הנדרשים וכן ייצוג הרשות למו""פ בנושאים פיננסיים מול הגורמים השונים.
•	עבודה עם חוקרים, עוזרי מנהל, חשבים ובעלי תפקידים שונים באוניברסיטה.
•	משימות נוספות בהתאם להנחיות הממונה ומנהל הרשות למו""פ.
כפיפות ישירה למנהל/ת היחידה הפיננסית","•	תואר אקדמי. תואר בחשבונאות/כלכלה ו/או תואר שני-יתרון.
•	ניסיון מעשי משמעותי בעבודה חשבונאית/הנה""ח/תקצוב ודיווח.
•	ניסיון קודם בניהול צוות עובדים.
•	שליטה ברמה גבוהה ביישומי Office בדגש על Excel.
•	ידיעת השפה העברית על בוריה ואנגלית ברמה טובה.
•	אחריות, כושר ארגון, יכולת עבודה בתנאי לחץ ותודעת שירות גבוהה.
•	זמינות לעבודה בשעות נוספות, לפי הצורך.
היקף:	משרה מלאה"
רכז/ת אחזקה ותפעול-הפקולטה לרפואת שיניים,האוניברסיטה העברית בירושלים,ירושלים,2026-04-30,2026-05-05,https://huji.hunterhrms.com/job-details/?jobcode=JB-4974,JB-4974,,,onsite,"•	תכלול נושאי האחזקה והתפעול של בניין רפואת שיניים, עבודה מול גופי הבינוי של האוניברסיטה, הדסה וספקים חיצוניים.
•	עדכון אינוונטר והכנת תקציב האחזקה של כלל הציוד הדנטלי המשמש להוראה ומעקב אחר ביצועו.
•	מעקב אחר קיום ביקורות ציוד תקופתיות בציוד הדנטלי המשמש להוראה ובמערכות הבניין לרבות על פי הנחיות בטיחות ורגולציה.
•	תמיכה בתפעול מערכות דנטליות מתקדמות כגון סימולטורים, מיקרוסקופים וכו'.
•	מענה לבעיות ותקלות במערכות שבשירות קליניקות ההוראה של הסטודנטים לרפואת שיניים.
•	סידור וארגון שטחים ציבוריים לקראת אירועים וימי עיון.
•	ביצוע עבודות אחזקה והתקנה קטנות במערכות הטכניות השונות בבניין.
•	תפעול ואחריות על מערכות בקרת המבנה והחיישנים השונים.
•	מטלות נוספות בהתאם להוראות הממונים.","•	טכנאי/ת או הנדסאי/ת במקצועות חשמל/ אלקטרוניקה/מיזוג אוויר /מכונות /בקרה או בניין הרשומים בפנקס ההנדסאים והטכנאים.
•	ניסיון מקצועי בפיקוח וביצוע עבודות בתחום בקרת מבנה, מערכות אלקטרומכניות, מיזוג אוויר ו/או חשמל.
•	ניסיון בניהול פרויקטים – יתרון.
•	ניסיון בעריכת מכרזים ומפרטים לקבלנים- יתרון.
•	ידיעת השפה העברית על בוריה ואנגלית טכנית ברמה טובה.
•	 יכולת עבודה בצוות ,יחסי אנוש טובים ותודעת שרות גבוהה.
•	יכולת למידה של נושאים חדשים, יוזמה ואחריות.
•	יכולת התמודדות עם מספר מטלות במקביל ועבודה במצבי לחץ.
•	עבודה בשעות נוספות, בהתאם לצורך.
היקף:	משרה מלאה"
