title,company,location,date,url,department,workplace_type
Account Executive Public & Defense Sector,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4603280006/:title?gh_jid=4603280006,,
AI Research Scientist,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4663539006/:title?gh_jid=4663539006,,
Application Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4613920006/:title?gh_jid=4613920006,,
Application Security Product Analyst,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4645081006/:title?gh_jid=4645081006,,
Backend Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4615162006/:title?gh_jid=4615162006,,
BI Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4661655006/:title?gh_jid=4661655006,,
Cloud Security Analyst ,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4615170006/:title?gh_jid=4615170006,,
Data Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4625756006/:title?gh_jid=4625756006,,
Data Scientist Expert,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4621534006/:title?gh_jid=4621534006,,
Detection Software Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4650548006/:title?gh_jid=4650548006,,
DevOps Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4615172006/:title?gh_jid=4615172006,,
Expert Backend Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4615211006/:title?gh_jid=4615211006,,
Frontend Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4615218006/:title?gh_jid=4615218006,,
IT Engineer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4611995006/:title?gh_jid=4611995006,,
IT Technician,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4644734006/:title?gh_jid=4644734006,,
Managed Cloud Detection and Response Analyst,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4609911006/:title?gh_jid=4609911006,,
Product Designer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4599708006/:title?gh_jid=4599708006,,
"Product Technical Architect, CTO Office",Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4615226006/:title?gh_jid=4615226006,,
Revenue Controller,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4650047006/:title?gh_jid=4650047006,,
Salesforce Developer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4661068006/:title?gh_jid=4661068006,,
Security Engineer ,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4422889006/:title?gh_jid=4422889006,,
Senior Brand Designer,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4621708006/:title?gh_jid=4621708006,,
Site Reliability Engineer (SRE),Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4004645006/:title?gh_jid=4004645006,,
"Solutions Engineer, Israel ",Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4401485006/:title?gh_jid=4401485006,,
Talent Acquisition Partner ,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4622103006/:title?gh_jid=4622103006,,
Technical Account Manager,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4645902006/:title?gh_jid=4645902006,,
Technical Project Manager,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4650468006/:title?gh_jid=4650468006,,
Threat Detection Researcher (Cloud) ,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4566780006/:title?gh_jid=4566780006,,
Threat Detection Researcher (Windows/Linux)   ,Wiz,Tel Aviv,2026-04-30,https://www.wiz.io/careers/job/4670481006/:title?gh_jid=4670481006,,
AI Secops Tech-lead,Fireblocks,Tel Aviv-Yafo,2026-05-04,https://www.fireblocks.com/careers/position/4655907006?gh_jid=4655907006,,
Application Security Engineer,Fireblocks,Tel Aviv-Yafo,2026-04-15,https://www.fireblocks.com/careers/position/4659362006?gh_jid=4659362006,,
"Full Stack Engineer, Blockchain",Fireblocks,Belgrade,2026-04-27,https://www.fireblocks.com/careers/position/4674611006?gh_jid=4674611006,,
Security Assurance Engineer,Fireblocks,Tel Aviv-Yafo,2026-05-05,https://www.fireblocks.com/careers/position/4678544006?gh_jid=4678544006,,
Security IR Director ,Fireblocks,Tel Aviv-Yafo,2026-04-14,https://www.fireblocks.com/careers/position/4664488006?gh_jid=4664488006,,
"Senior Backend Engineer, Blockchain",Fireblocks,Tel Aviv-Yafo,2026-04-15,https://www.fireblocks.com/careers/position/4672394006?gh_jid=4672394006,,
"Senior Backend Engineer, Key Management",Fireblocks,Tel Aviv-Yafo,2026-04-14,https://www.fireblocks.com/careers/position/4666674006?gh_jid=4666674006,,
"Senior Backend Engineer, Liquidity",Fireblocks,Tel Aviv-Yafo,2026-04-20,https://www.fireblocks.com/careers/position/4674505006?gh_jid=4674505006,,
