title,company,location,date,url,department,workplace_type
Partnership Lead,עמותה,"north, south, center, shephelah, jerusalem, tel_aviv",2026-04-28,https://www.mitam-hr.org/jobs/153,"ייעוץ והנחיית קבוצות, פיתוח משאבים ושיווק",full_time
"דרוש/ה מנכ""ל/ית למעגלים",עמותה,מרכז,2026-04-27,https://www.mitam-hr.org/jobs/152,ניהול בכיר,full_time
מנהלת גן דו לשוני,עמותה,"center, tel_aviv",2026-04-27,https://www.mitam-hr.org/jobs/151,הדרכה,full_time
מחנכת כיתה בית ספר יסודי דו לשוני,עמותה,"center, tel_aviv",2026-04-27,https://www.mitam-hr.org/jobs/150,"הדרכה, רכזות",full_time
"דרוש.ה רכז.ת תמיכה וסיוע לעמותת 'גדולים מהחיים'  בבית חולים רמב""ם",עמותה,צפון,2026-04-26,https://www.mitam-hr.org/jobs/149,טיפול,full_time
לעמותת אג'יק דרוש/ה מנהל/ת משאבי אנוש,עמותה,דרום,2026-04-26,https://www.mitam-hr.org/jobs/148,,full_time
דרושה אחראי.ת גיוס משאבים לעמותת אקואושן,עמותה,צפון,2026-04-23,https://www.mitam-hr.org/jobs/147,פיתוח משאבים ושיווק,full_time
ראש צוות ביקורת פנימית,עמותה,"tel_aviv, jerusalem, shephelah, center, south, north",2026-04-23,https://www.mitam-hr.org/jobs/145,כספים,full_time
'דרוש.ה רכז.ת תוכניות הדרכה וקשרי מוסדות תרבות לעמותת 'ויקימדיה ישראל,עמותה,תל אביב,2026-04-20,https://www.mitam-hr.org/jobs/144,הדרכה,full_time
למתאם דרוש/ה רכז/ת גיוס מעולה לעבודה כפרילנס,עמותה,,2026-04-15,https://www.mitam-hr.org/jobs/143,,freelance
"דרוש/ה מנהל.ת פרויקטים בשיווק לעמותת ""הבית""",עמותה,,2026-04-13,https://www.mitam-hr.org/jobs/142,פיתוח משאבים ושיווק,freelance
דרוש איש/אשת טיפול,עמותה,center,2026-04-12,https://www.mitam-hr.org/jobs/141,טיפול,part_time
מנהל/ת בית בפנימיה,עמותה,south,2026-04-06,https://www.mitam-hr.org/jobs/140,"הדרכה, טיפול, ניהול בכיר, רכזות",full_time
"פנימיות ""ביתנו"" בבאר שבע מגייסית מדיכים\ות",עמותה,south,2026-04-06,https://www.mitam-hr.org/jobs/139,"הדרכה, טיפול",full_time
"פנימיות ""ביתנו"" בבאר שבע מגייסית עובדים סוציאליים",עמותה,south,2026-04-06,https://www.mitam-hr.org/jobs/138,טיפול,full_time
דרוש/ה מנהל/ת פנימייה,עמותה,south,2026-04-06,https://www.mitam-hr.org/jobs/137,טיפול,full_time
דרוש.ה מנהל.ת לבית טיפולי לגברים הנוהגים באלימות במערכת יחסים זוגית,עמותה,south,2026-03-31,https://www.mitam-hr.org/jobs/136,"טיפול, ניהול בכיר",full_time
דרוש.ה מנהל.ת תחום שותפויות ותוכניות לעמותת 'ויקימדיה ישראל ',עמותה,מרכז,2026-03-30,https://www.mitam-hr.org/jobs/135,ניהול בכיר,full_time
דרוש/ה אחראי/ת גיוס כספים ל'קואליציה הישראלית לטראומה',עמותה,ירושלים,2026-03-26,https://www.mitam-hr.org/jobs/134,פיתוח משאבים ושיווק,full_time
מנהל/ת תחום הכשרות ופיתוח מנהיגות – עמותת״ עתידנא״,עמותה,צפון,2026-03-17,https://www.mitam-hr.org/jobs/129,רכזות,full_time
"רכז/ רכזת  שטח לתכנית  מצפ""ן משפחות צומחות מפרידה וגירושין  - מחוז דרום וירושלים – 50% משרה",עמותה,,2026-03-17,https://www.mitam-hr.org/jobs/128,רכזות,part_time
"לתוכנית ""מרכזים למשפחות צעירות"" – דרוש/ה מנהל/ת תכנית",עמותה,צפון,2026-03-16,https://www.mitam-hr.org/jobs/125,ניהול בכיר,full_time
מנהל/ת פרויקט,עמותה,,2026-03-12,https://www.mitam-hr.org/jobs/124,ניהול בכיר,full_time
מנהל/ת פיתוח מקצועי לתוכנית הלאומית ללימודי עברית לתעסוקה בגישת המסוגלות,עמותה,,2026-03-12,https://www.mitam-hr.org/jobs/123,ניהול בכיר,full_time
"מנהל/ת פנימייה – כפר הנוער ""נווה מדבר"", ניצנה",עמותה,דרום,2026-03-08,https://www.mitam-hr.org/jobs/118,ניהול בכיר,full_time
IVN  -דרוש/ה רכז/ת תפעול לעמותת,עמותה,מרכז,2026-03-01,https://www.mitam-hr.org/jobs/117,,full_time
מנהל/מנהלת תכניות,עמותה,ירושלים,2026-02-26,https://www.mitam-hr.org/jobs/116,"ניהול בכיר, מטה, ייעוץ והנחיית קבוצות, הדרכה",full_time
"דרוש/ה חוקר/ת ומנהל/ת פרויקטים מחקריים לעמותת ""יוצאים לשינוי""",עמותה,תל אביב,2026-02-25,https://www.mitam-hr.org/jobs/115,,full_time
דרוש/ה מנחה לליווי ופיתוח תהליכי התחדשות בחטיבה העליונה,עמותה,,2026-02-25,https://www.mitam-hr.org/jobs/114,ייעוץ והנחיית קבוצות,freelance
מנהלת חשבונות ספקים ״המשקם״,עמותה,מרכז,2026-02-24,https://www.mitam-hr.org/jobs/112,כספים,full_time
דרוש.ה רכז.ת גיוס ופיתוח משאבים  לעמותת 'נגישות ישראל',עמותה,מרכז,2026-02-11,https://www.mitam-hr.org/jobs/106,פיתוח משאבים ושיווק,full_time
'דרוש/ה מנהל/ת גיוס משאבים לרשת 'מיתרים',עמותה,דרום,2026-01-26,https://www.mitam-hr.org/jobs/101,פיתוח משאבים ושיווק,full_time
"מנהל/ת מרחב לביה""ס הטכנולוגיים (של משרד העבודה)",עמותה,מרכז,2026-01-20,https://www.mitam-hr.org/jobs/95,ניהול בכיר,full_time
דרוש.ה מנהל.ת חשבונות ל'ימקא',עמותה,ירושלים,2026-01-20,https://www.mitam-hr.org/jobs/94,כספים,full_time
"מנהל מערך תפעול, מינהל חינוך מו""פ וטכנולוגיה",עמותה,מרכז,2026-01-07,https://www.mitam-hr.org/jobs/81,תפעול,full_time
דרוש/ה כלכלנ/ית /רו״ח למחלקת הכספים- מכון ״הרטמן״,עמותה,ירושלים,2026-01-06,https://www.mitam-hr.org/jobs/75,,full_time
רכז/ת אדמיניסטרטיבי/ת למכון ״מתן״,עמותה,ירושלים,2026-01-01,https://www.mitam-hr.org/jobs/71,אדמיניסטרציה,part_time
