title,company,city,date,deadline,url,department,workplace_type,description,requirements
ראש צוות ביקורת פנימית,The Joint (ג'וינט),ישראל,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=CC.767,,onsite,,
מנהל/מנהלת תכניות,The Joint (ג'וינט),ישראל,2026-04-13,,https://www.thejoint.org.il/en/career/?juid=EB.561,,onsite,,
מנהל/ מנהלת פיתוח ידע ולמידה להובלת שינוי בענף המטפלים הישראלים בזקנים בקהילה – ג'וינט אשל,The Joint (ג'וינט),ישראל,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=5C.764,,onsite,,
מנהל / מנהלת תכניות שיקום – ג'וינט ישראל מעבר למגבלות,The Joint (ג'וינט),ישראל,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=63.96E,,onsite,,
מנהל / מנהלת תוכניות לפיתוח והובלה במסגרת אתגר התחדשות השירות הציבורי – ג'וינט אלכא,The Joint (ג'וינט),ישראל,2026-04-28,,https://www.thejoint.org.il/en/career/?juid=12.367,,onsite,,
"מנהל / מנהלת אזור חיפה והשרון למיזם הלאומי  לקידום חוסן, בריאות נפשית ופיסית בקהילה – ג'וינט ישראל",The Joint (ג'וינט),חיפה,2026-04-29,,https://www.thejoint.org.il/en/career/?juid=06.76A,,onsite,,
חשב/ חשבת  שכר  - לג'וינט ישראל  - החלפה לחל,The Joint (ג'וינט),ישראל,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=63.96F,,onsite,,
חוקר.ת לצוות תעסוקה (החלפה לחל,The Joint (ג'וינט),ישראל,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=A4.861,,onsite,,
בודק/ת ומטמיע/ת SAP,The Joint (ג'וינט),ישראל,2026-04-19,,https://www.thejoint.org.il/en/career/?juid=50.653,,onsite,,
Program and Operations Associate – Task Force on Arab Citizens of Israel,The Joint (ג'וינט),ישראל,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=A5.867,,onsite,,
Partnership Lead,The Joint (ג'וינט),ישראל,2026-03-29,,https://www.thejoint.org.il/en/career/?juid=CB.766,,onsite,,
Manager of Controls & Transformation,The Joint (ג'וינט),ישראל,2026-04-29,,https://www.thejoint.org.il/en/career/?juid=2E.061,,onsite,,
International Missions Lead,The Joint (ג'וינט),ישראל,2026-04-27,,https://www.thejoint.org.il/en/career/?juid=A4.866,,onsite,,
In-House Grant Writer,The Joint (ג'וינט),ישראל,2026-04-26,,https://www.thejoint.org.il/en/career/?juid=55.763,,onsite,,
