title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
"רכז/ת בכיר/ה לרכש חו""ל- מדור רכש יבוא (JB-1244)",אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-19,https://www.tau.ac.il/JB-1244/position/2025,אגף הכספים כלכלה ותקציבים,onsite,administrative,חיצוני,"ביצוע רכש חו""ל של טובין ושירותים בהתאם לצרכי האוניברסיטה, כולל:
טיפול שוטף במשלוחי ייבוא אוויריים וימיים לישראל.
פתיחת הזמנות במערכת ERP, כולל הזמנת טובין מאתרי אינטרנט ומעקב אחר ההזמנות.
הזמנת ציוד וחומרים למעבדות.
קיום קשר עם ספקים, לרבות ניהול מו""מ בהתאם לצורך, וקשר עם משלחים ועם עמילי המכס.
טיפול בחוזי התקשרות עם ספקים.
בדיקת חיובים וביצוע תשלומי מט""ח לחו""ל.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי. רצוי באחד מתחומים אלה: לוגיסטיקה או מדעי החיים.
תעודת פקיד רישוי מכס - יתרון.
ניסיון של 4 שנים לפחות בתפקיד רלוונטי, הכולל עבודה מול חברות לעמילות מכס, חברות שילוח בינלאומי ובלדרות.
ידע בחוקי הייבוא והייצוא (צווים, תקנות ונהלים).
ידע מוכח במכלול נושאי מט""ח ובשיטות תשלום בסחר בינלאומי, לרבות  פתיחת מכתבי אשראי בנקאיים לייבוא סחורות.
ידע בסחר אלקטרוני.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE .
הכרת הנהלים והתקנונים האוניברסטאיים ושליטה ב-ERP- יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה מאד, כולל יכולת הבעה ותכתובת בשפות אלו.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
יכולת ניהול משא ומתן.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
אחראי/ת טכני/ת מעבדות הוראה לביו-אלקטרוניקה (JB-1254),אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-19,https://www.tau.ac.il/position/JB-1254/2025,הפקולטה להנדסה,onsite,administrative,חיצוני,"אחריות כוללת על תפעול ותחזוקת המעבדות, כולל הפעלת מכשירי מדידה אלקטרוניים לניטור וניתוח ממוחשב של מדדים פיזיולוגיים.
תמיכה שוטפת במכשור ובתוכנות ההפעלה במעבדות ההוראה, כולל טיפול בתקלות בזמן אמת, בדיקה והגדרה של ציוד נדרש, ורכש של ציוד חדש ומתכלה.
פיתוח והטמעת מערכי ניסוי חדשים, תכנון מערכים קיימים ושדרוגם לפי הצורך, כולל אפיון דרישות חומרה ותוכנה.
הדרכת סטודנטים בביצוע ניסויים והכשרתם לעבודה עם ציוד המעבדה, סיוע בפעילויות Hands-On במסגרת הקורסים.
הגדרת נהלי בטיחות והטמעתם בקרב מדריכים וסטודנטים.
ליווי,מעקב ותמיכה בפרויקטים בשיתוף התעשייה, חוקרים באוניברסיטה ובתי חולים.
ביצוע מטלות נוספות עפ""י הצורך.","תואר ראשון בהנדסה או במדעים מדויקים.
ניסיון בתפעול מעבדות הוראה ו/או בהדרכת פרויקטים - יתרון.
היכרות מעמיקה עם ציוד מדידה אלקטרוני, ובפרט חיישנים למדדים פיזיולוגיים.
ניסיון בעבודה עם לוחות פיתוח ובקרים (Arduino, ESP32, Raspberry Pi Pico) כולל תוכנה.
שליטה בסביבת פיתוח LabView ובממשקי תוכנה נוספים לחיבור חומרה.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה גבוהה.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת הדרכה.
חשיבה יצירתית, יוזמה, יכולת ארגון, סדר ודיוק.
יכולת התמודדות עם ריבוי משימות ועומס.
תודעת שירות גבוהה ויחסי אנוש מעולים
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
"מתאם/ת מחשוב ורכז/ת מולטימדיה ואתרים- ביה""ס לעבודה סוציאלית/הפקולטה למדעי החברה (JB-1260)",אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-19,https://www.tau.ac.il/JB-1260/2025/position,בית הספר לעבודה סוציאלית,onsite,administrative,חיצוני,"אחריות כוללת לתפעול ותחזוקה שוטפת של מערכות המולטימדיה בביה""ס (מקרנים, מערכות שמע, מיקרופונים, מגברים ומיקסרים וכו'), לרבות עבודה עם ציוד מולטימדיה ומערכות שליטה מורכבות ותכנותן.
אחריות לפיתוח, עדכון, הפעלה ותחזוקה של אתר האינטרנט של ביה""ס, לרבות בניית טפסים והטמעתם באתר. איסוף ועיבוד ראשוני של הנתונים שנאספו מהטפסים.
צילום והקלטת אירועי ביה""ס .
בניית דפי WIX לסגל ביה""ס.
סיוע בעריכה ועדכון ידיעון ביה""ס.
סיוע, הדרכה ותמיכה במשתמשים בתפעול ציוד המולטימדיה.
תמיכה בנושאי מחשוב ומולטימדיה בכנסים ושיעורים.
קשר עם מגוון גורמים באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי/טכנאי/הנדסאי בתחום רלוונטי- רצוי. תעודת בגרות מלאה- חובה.
הכשרה פורמלית בתחום המחשבים.
ידע וניסיון בהפעלה ובתחזוקה של ציוד מחשבים ומולטימדיה.
ידע וניסיון בהקמת אתרי אינטרנט ובניהולם.
יכולת ניהול פרסומים ברשתות חברתיות. הכרת מערכת DROUPAL.
היכרות מעמיקה בנושא  HTML ,CSS- יתרון.
ידע בעריכת תמונות וסרטי וידאו - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאד.
שליטה מלאה במערכת הפעלה  WINDOWSובתוכנות OFFICE ויישומיהן.
יכולת למידה והתעדכנות מקצועית ויכולת עבודה עם מגוון רחב של צרכים טכנולוגיים.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
עובד/ת תחזוקה (JB-1302),אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-19,https://www.tau.ac.il/JB-1302/position/2026,הפקולטה למדעים מדויקים,onsite,administrative,חיצוני,"ביצוע עבודות תחזוקה ותפעול שוטף בבנייני הפקולטה. כולל:
איתור תקלות ותיקונן.
טיפול במפגעים ובבעיות בתחום הבטיחות.
ארגון כיתות הלימוד והציוד הנדרש.
סיוע בפיקוח על ניקיון הבניינים.
חלוקת ציוד, כולל פינוי, שינוע וסחיבה של ציוד כבד משקל.
חלוקת דואר וביצוע שליחויות בקמפוס.
סיוע בארגון טקסים ואירועים בפקולטה.
מתן שירות לסגל האקדמי והמנהלי ולציבור הסטודנטים.
דיווח על תקלות באמצעות המערכת הממוחשבת.
ביצוע מטלות נוספות בהתאם לצורך וע""פ הנחיית הממונים.","השכלה תיכונית/מקצועית מלאה- חובה.
ידע טכני וניסיון בעבודה בתחום האחזקה.
יכולת איתור תקלות וביצוע תיקונים קלים.
כושר גופני טוב.
רישיון נהיגה.
ידע בסיסי בעבודה עם מערכות ממוחשבות.
ידע ויכולת תפעול של מכשירים ומערכות מולטימדיה.
ידיעה טובה של השפה העברית ויכולת תקשורת בשפה האנגלית.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת עבודה בעומס ובלחץ.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: התפקיד כרוך בעבודה במשמרות.
ביצוע תורנויות בימי שישי, ערבי חג וחול המועד, בהתאם לצורך."
"רכז/ת תלמידים לתארים מתקדמים החוג לסוציולוגיה ואנתרופולוגיה ביה""ס ללימודי חברה ומדיניות (JB-1318)",אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-17,https://www.tau.ac.il/position/jb-1318/2026,הפקולטה למדעי החברה,onsite,administrative,חיצוני,"טיפול בענייני תלמידים לתארים מתקדמים בחוג לסוציולוגיה ואנתרופולוגיה, כולל:
מתן מענה שוטף לפניות מועמדים, הכנת תיקי מועמדים לדיון בוועדות הקבלה, זימון לריאיונות וטיפול בקבלתם.
טיפול בתלמידים ובסגל החוג, קבלת קהל, מתן ייעוץ והכוונה.
רישום לקורסים, דיווח ציונים והזנת נתונים. בדיקה ומעקב אחר מילוי חובות אקדמיים, דרישות קדם וסגירת התואר.
סיוע בבניית תכניות הלימודים ומערכת השעות, בהכנת הידיעון, תיאום לוח הבחינות, ארגון החומר הלימודי לרבות סילבוסים.
טיפול במקרים חריגים, ריכוז בקשות לוועדת הוראה, מעקב ויישום אחר החלטות הוועדה.
סיוע בארגון כנסים, ימי עיון וסמינרים מחלקתיים.
קיום קשר שוטף עם מגוון גורמים בפקולטה ובאוניברסיטה.
ביצוע מטלות נוספות בהתאם להנחיות האחראית המנהלית של החוג.","תואר אקדמי-רצוי. תעודת בגרות מלאה-חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה בשפה האנגלית ברמה טובה, לרבות יכולת ניסוח, הבעה ותכתובת בשפות אלה.
ניסיון בעבודה עם מערכות ממוחשבות, ושליטה בתוכנות OFFICE, לרבות EXCEL.
ידע בתוכנות גלבוע וממת""א-יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"רכז/ת מורים, ועדת מינויים והתמחויות- ביה""ס לרפואת שיניים (JB-1319)",אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-17,https://www.tau.ac.il/JB-1319/2026/position,"ביה""ס לרפואת שיניים/הפקולטה לרפואה",onsite,administrative,חיצוני,"טיפול בסגל אקדמי בכיר וזוטר, כולל הארכת מינויים ועדכון היקפי משרה ונתונים נוספים במערכת ה- ERP,
טיפול בביטוח אחריות מקצועית, ריכוז טפסי דיווח שעות עבודה וקבלת קו""ח מעודכנים וטפסי משוב.
טיפול בסגל אקדמי שעתי ומתנדב, כולל טיפול בקליטה ובדוחות נוכחות, עדכון וסיום מינויים, ריכוז הטיפול באישורי חניה וסיוע שוטף ומתן מענה בנושאים השונים.
ניהול ההליך האקדמי של תיקי מועמדות למינוי וקידום אקדמי לרבות מתן מענה למועמדים, קבלת תיקי מועמדים ובדיקתם, ריכוז הועדה היחידתית, לרבות זימון ישיבות, הכנת תיקים לדיון, טיפול בתיקים בהתאם להחלטות הוועדה, כתיבת פרוטוקולים והפצתם.
מינוי ועדות מקצועיות, ריכוז הטיפול בפניות לסוקרים, בחינת איכות ותקינות המכתבים, קבלת תשובות ומעקב אחרי ביצוע החלטות, מתן מידע לוועדה המקצועית והגשת תיקים למזכירות האקדמית.
טיפול כולל בתוכניות ההתמחות בבית הספר, לרבות פרסום קול קורא, ריכוז רישום מועמדים, העברת מידע לוועדת הקבלה המחלקתית, ליווי פגישות הוועדות ושליחת מכתבי תשובה. טיפול בהמשך ההליך, כולל גבייה, איסוף מסמכים, מתן אישורים, הרשאות ועוד.
קשר עם מגוון גורמים בבית הספר, בפקולטה, באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון  בתחום המינהל האקדמי ו/או כוח אדם - יתרון.
ידיעת השפה העברית על בוריה וידיעה טובה מאוד של השפה האנגלית, לרבות יכולת תכתובת בשפות אלו.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב- ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה:  נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"מ""מ רכז/ת תלמידים",אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-17,https://www.tau.ac.il/JB-1322/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,"טיפול בענייני תלמידים כולל:
מתן מענה למתעניינים וטיפול במועמדים משלב ההרשמה ועד לקליטתם בחוג.
מעקב אחר מצב הלימודים של תלמידי התואר: מילוי חובות אקדמיים, בדיקת דרישות קדם, יישום החלטות ועדת ההוראה ובדיקת זכאות לתואר.
מתן מענה שוטף לפניות תלמידים ולסגל האקדמי, לרבות קבלת קבל ומתן ייעוץ והכוונה, ארגון חומר לימודי, לרבות סילבוסים, רישום לקורסים ודיווח ציונים.
טיפול שוטף בחילופי סטודנטים ומתן פטורים מול הגורמים השונים.
הזנת נתונים למערכת הממוחשבת.
סיוע בארגון סיורים, אירועים, כנסים.
קשר שוטף עם מגוון גורמים בפקולטה ובאוניברסיטה.
ביצוע מטלות נוספות ככל שיידרש.","תעודת בגרות מלאה- חובה. רצוי תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP - יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים."
רכז/ת מינהל בכיר/ה (JB-1323),אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-17,https://www.tau.ac.il/JB-1323/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,"אחריות מנהלית כוללת לתפעולה השוטף של מזכירות הספרייה וסיוע למנהלת הספרייה, כולל:
מתן שירותי אדמיניסטרציה למנהלת הספרייה, לרבות ריכוז חומר לישיבות והכנתו, תכתובת שוטפת, כתיבת פרוטוקולים, מעקב אחר ביצוע החלטות ויישומן.
טיפול שוטף במכלול הנושאים האדמיניסטרטיביים כולל ניהול יומנים ותיאום פעילויות מנהלים.
מתן שירות לסגל העובדים ולקהל לקוחות הספרייה.
טיפול שוטף בנושאי כוח אדם של עובדי הספרייה.
מעקב אחר תקציב הספרייה.
טיפול בהזמנות רכש, הזמנות עבודה ובהוראות תשלום.
סיוע בפרויקטים ואירועים מיוחדים, תערוכות, כנסים, ימי עיון והרצאות.
תכתובת שוטפת בשפות עברית ואנגלית עם מגוון גורמים, בארץ ובחו""ל.
ניהול קשר עם מגוון גורמים באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ע""פ הנחיות מנהלת הספרייה וככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בתחומי כוח אדם ו/או תקציב- יתרון.
ניסיון בעבודה עם מערכות ממוחשבות, ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב- ERP - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות על פי הצורך."
מרכז/ת תחום אבחון לקויות למידה- הדקאנט להצלחת הסטודנטים והסטודנטיות (JB-1327),אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-17,https://www.tau.ac.il/JB-1327/2026/position,דקאנט הסטודנטים,onsite,administrative,חיצוני,"טיפול בפניות המגיעות למדור בנושא בקשה להתאמות.
אבחון סטודנטים.
פיתוח מקצועי של כלי האבחון.
הדרכת מאבחנות חדשות.
קשר עם המזכירות האקדמית והפקולטות בנושא התאמות לימודיות.
קשר עם מרכזי אבחון מקבילים ועם המרכז הארצי לבחינות והערכה.
מתן מענה בתחום לקויות למידה לתכניות חוץ השייכות לאוניברסיטה.
קידום נושא העלאת המודעות לתחום לקויות הלמידה בקמפוס.
תכנון והעברה של ימי עיון לצוות המינהלי והאקדמי.
עדכון ואיפיון הצרכים במערכת הממוחשבת ממת""א.
אחריות על הקשר עם מדריכות החוג ללקויות למידה באוניברסיטה.
ביצוע מטלות נוספות ככל שיידרש.","תואר שני בחינוך ללקויי למידה הכולל הסמכה לאבחון או תואר שני בחינוך ללקויי למידה בצירוף תעודת מאבחן לקויות למידה – חובה. תעודת הוראה – יתרון.
ניסיון באבחון מת""ל – חובה.
ניסיון של מספר שנים באבחון בוגרים – חובה.
ניסיון בתפקיד דומה במרפאות קשב, באקדמיה או במתי""א – חובה.
ניסיון בעבודה עם צוות רב מקצועי (פסיכולוגים, פסיכיאטרים, עו""סים, מרפאים בעיסוק) – חובה.
ניסיון בהדרכה – יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת הנחייה והדרכה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת עבודה בסביבת מרובת ממשקים והתמודדות עם מצבים מורכבים.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
יוזמה ויכולת להנעת תהליכים.
כושר תיאום, תכנון וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
ספרן/ית שירותים טכניים-רכש ספרים - ספריית משפטים (JB-1332),אוניברסיטת תל אביב,תל אביב,2026-05-13,2026-05-17,https://www.tau.ac.il/JB-1332/2026/position,ספריית הפקולטה למשפטים,onsite,administrative,חיצוני,"ריכוז הטיפול ברכש ספרים וחומרי ספרייה נוספים.
עבודה מול ספקים בארץ ובחו""ל.
איתור הספרים והחומרים והשוואת עלויות רכישה.
טיפול שוטף בהזמנות רכש הספרים של הספרייה.
טיפול ברכש הספרים מתקציבי מחקר של החוקרים.
הזנת חשבוניות.
טיפול בהנגשת ספרים אלקטרוניים במערכות הספרייה.
הפקת דוחות מעקב.
עבודה מול סגל אקדמי ומול מדור כספים.
מיון וקטלוג מגוון חומרים בשפות העברית והלועזית.
השתתפות בפרויקטים של הספרייה.
ביצוע מטלות ספרניות נוספות על פי הצורך.","תואר אקדמי. רצוי בתחומי משפט ומדעי החברה.
הכשרה פורמלית בספרנות/מידענות (תואר אקדמי או תעודה בספרנות/מידענות ממוסד לימודים מוכר לספרנות).
תישקל מועמדותם של מועמדים לקראת לימודים אקדמיים/תעודה במידענות/ספרנות.
ניסיון בשימוש במאגרי מידע – יתרון.
ניסיון בעבודת רכש בספריות – יתרון.
ניסיון בעבודה מול ספקים בארץ ובחו""ל – יתרון.
היכרות עם מודול רכש ספרים במערכת ERP – יתרון.
ניסיון בעבודה עם מערכת פרימו והיכרות עם מערכת עלמא – יתרון.
ניסיון בעבודה עם מערכות ממוחשבות ויכולת עבודה עם משאבי מידע אלקטרוניים.
שליטה ביישומיOFFICE  לרבות שליטה ב – EXCEL – חובה. שליטה ב- RDA – יתרון.
שליטה בשפות עברית ואנגלית ברמה גבוהה.
יכולת לימוד של מערכות חדשות, פתיחות לחידושים והתעדכנות מקצועית עצמאית.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
כושר ארגון, תיאום, יוזמה ואחריות.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: התפקיד מחייב עבודה במשמרות, תורנויות בימי ו' ובשעות נוספות בהתאם לצורך."
