title,company,city,date,url,department,workplace_type,description,requirements
"#197883גוש דן24/5/2026אינסטלטור/שרברב (חיצוני)היקף משרה        100%       



     תיאור התפקיד:     



 

	    ביצוע עבודות אינסטלציה בשטחי האוניברסיטה תוך מתן שירות לסקטור המנהלי והאקדמי.    

	    ביצוע משימות התחזוקה בהתאם להנחיות ראש צוות אינסטלציה    

	    שיתוף פעולה עם צוותי עבודה אזורי",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197883,,onsite,":
ביצוע עבודות אינסטלציה בשטחי האוניברסיטה תוך מתן שירות לסקטור המנהלי והאקדמי.
ביצוע משימות התחזוקה בהתאם להנחיות ראש צוות אינסטלציה
שיתוף פעולה עם צוותי עבודה אזוריים מחלקתיים ואגפיים.
עבודה במסגרת צוות אינסטלציה ומול מוקד בקרה של התחזוקה.
ליווי ופיקוח על עבודת קבלני אינסטלציה בביצוע עבודות שיפוצים בקמפוס.
ביצוע תורנויות ואירועים מעבר לשעות העבודה ע""פ הצורך.
ביצוע פרויקטים ומשימות נוספות בהתאם לצרכי העבודה ו",
"#197895גוש דן24/5/2026סגנית מנהלית במחלקה לאמנות יהודית והתוכנית לטיפול באמנותהיקף משרה        100%      

      תיאור התפקיד:      



 

	      ניהול   המחלקה   בכל   היבטי   המינהל   האקדמי   ואחריות   על   עובדי   המינהל   במחלקה  .       

	      ניהול   תקציבי   המחלקה  .      

	      אחריות   על   כל   משימות   המחלקה",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197895,,onsite,":
ניהול
המחלקה
בכל
היבטי
המינהל
האקדמי
ואחריות
על
עובדי
המינהל
במחלקה
.
ניהול
תקציבי
המחלקה
.
אחריות
על
כל
משימות
המחלקה
תוך
עמידה
בלוחות
הזמנים
הנדרשים
.
מתן
שירות
ומענה
פרונטאלי
,
טלפוני
ודיגיטלי
לסטודנטים
ולמועמדים
.
טיפול
בכל
היבטי
תהליך
קליטת
סטודנטים
לכל
התארים
במחלקה
.
בניית
מערכת
שעות
ותוכניות
לימודים
במסלולים
השונים
יחד
עם
ראש
המחלקה
.
שיווק
תוכניות
המחלקה
ופנייה
יזומה
לקהלי
יעד
חדשים
לשם
עמידה
ביעדי
גידול
תלמידי
המחלקה
.
עדכון
שוטף
של
כל
הנכסים
הדיגיטליים
של
המחלקה
.
טיפול
ב
CRM-
בלידים ובמתעניינים
וגיוס
תלמידים
לתוכניות
המחלקה
,
כולל
התוכנית
הבינלאומית
.
מתן
יעוץ
לסטודנטים
מכל
התארים
בנושאים
שונים
כגון
:
רישום
לקורסים
,
ציונים
,
מועדי
בחינות
מיוחדים
,
מידע
על
תנאי
הקבלה
למסלולים
השונים
,
וטיפול
בציונים
,
בבחינות
ובמלגות
של
הסטודנטים
ובסיוע
מול
ועדות
האוניברסיטה
.
הזנת
מינויים
של
חברי
הסגל
במערכת
ה
-
ERP
והזנת
מידע
במערכת
האילנט
.
טיפול
בפניות
שוטפות
של
הסגל
האקדמי
.
סיוע
בארגון
כנסים
אקדמיים
,
ימי
עיון
וסמינרים
פקולטטיביים
.
טיפול
בסיורים
לימודיים
של
המחלקה
,
בהזמנות
שירותים
וחומרים
לסדנאות
יצירה
,
לימודי
טיפול
באמנות
ולתערוכות
בגלריית
המחלקה
.
ביצוע פרויקטים ומשימות נוספות בהתאם לצרכי העבודה ו",
"#197831גוש דן17/5/2026מנהלת אירועים ופרויקטים בפקולטה למדעי החייםהיקף משרה        100%      

     תיאור התפקיד:     



 

	    אחריות מלאה על הפקת כלל האירועים בפקולטה הכוללים גיוס סטודנטים, שיווק, ימי השתלמות, ימי עיון משלב התכנון והתיאומים ועד לקיום האירוע בין היתר: ניהול תקציבי, העסקת כ""א, תהליכי התקשרו",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197831,,onsite,":
אחריות מלאה על הפקת כלל האירועים בפקולטה הכוללים גיוס סטודנטים, שיווק, ימי השתלמות, ימי עיון משלב התכנון והתיאומים ועד לקיום האירוע בין היתר: ניהול תקציבי, העסקת כ""א, תהליכי התקשרות לספקים ועוד
.
שילוב בתהליכי גיוס ושיווק - אחריות על תפעול נכסים דיגיטליים של הפקולטה, אתר ורשתות חברתיות, עבודה עם אגף השיווק, תמיכה בקמפיינים והשתתפות בתוכניות שיווק לקידום הפקולטה
.
עבודה עם סטודנטים וגופים פנים אוניברסיטאיים- יכולת התנהלות מול חברי סגל אקדמי בכיר, מרצים, מתאמי רישום ובעלי תפקיד נוספים
.
ניהול פרויקטים מיוחדים בפקולטה בתחום פיתוח הפקולטה בתואר ראשון ותארים מתקדמים
.
ניהול ומעקב של תקציבי אירועים, שיווק ופרויקטים שונים בפקולטה
.
פיתוח קשרי אקדמיה ותעשייה/קהילה/מוסדות חינוך
.
עבודה שוטפת מול מנהל הסטודנטים ומדורי האוניברסיטה הרלוונטיים למערכות האוניברסיטה, אירועים ולפרויקטים
.
אחריות וקידום פעילות בקהילה של הפקולטה
.
אחריות על הפרסום והשיווק של תוכניות הלימוד השונות
.
הכוונת מועמדים ותלמידי תואר ראשון
ביצוע פרויקטים ומשימות נוספות בהתאם לצרכי העבודה ו",
"#197783גוש דן14/5/2026מתאמת בפקולטה למשפטיםתיאור התפקיד:     



 

	    מתן שירות ומענה לסטודנטים בתואר הראשון: קבלת קהל, מענה טלפוני, טיפול בבקשות, הנפקת אישורים ועוד.    

	    תמיכה במערך רישום מערכת השעות ובכלל זה עדכון מידע במערכת ומתן הכוונה ויעוץ לפניות סטודנטים בתקופת הרישום ובמהלך",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197783,,onsite,":
מתן שירות ומענה לסטודנטים בתואר הראשון: קבלת קהל, מענה טלפוני, טיפול בבקשות, הנפקת אישורים ועוד.
תמיכה במערך רישום מערכת השעות ובכלל זה עדכון מידע במערכת ומתן הכוונה ויעוץ לפניות סטודנטים בתקופת הרישום ובמהלך השנה.
אחריות לחוברות המידע ולהכנות המדור לקראת היום הפתוח.
עבודה מול מערכות המידע של האוניברסיטה: הזנת נתונים, הפקת דוחות, עדכון טפסים ומעקב אחר פניות
.
קיום קשרי עבודה עם יחידות מנהל הסטודנטים, הפקולטה ומחלקות שונות באוניברסיטה.
ביצוע פרויקטים ומשימות נוספות בהתאם לצורכי הפקולטה ו",
"#197784גוש דן14/5/2026עו""ס במדור תמיכה והנגשה לסטודנטהיקף משרה        100%       



     תיאור התפקיד:     



 

	    ריכוז וטיפול בפניות להתאמות של סטודנטים עם מוגבלות בדגש על פניות מתחום בריאות הנפש    

	    שיחות אישיות עם הסטודנטים לאיתור ומיפוי צרכים    

	    ייעוץ, הכוונה וסיוע בבניית תכנית לי",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197784,,onsite,":
ריכוז וטיפול בפניות להתאמות של סטודנטים עם מוגבלות בדגש על פניות מתחום בריאות הנפש
שיחות אישיות עם הסטודנטים לאיתור ומיפוי צרכים
ייעוץ, הכוונה וסיוע בבניית תכנית לימודים מותאמת לסטודנט בתיאום המחלקות
ליווי ומעקב אחר הצלחת הסטודנט
קשר שוטף עם עובדי שיקום של המוסד לביטוח לאומי וגורמי הטיפול של הסטודנט
פיתוח והפעלת תוכניות תמיכה ייעודיות עבור סטודנטים עם מוגבלויות
הדרכה לחונכים ולצוותים השונים העובדים עם הסטודנט
ביצוע פרויקטים ומשימות נוספות בהתאם לצרכי העבודה ו",
"#197791גוש דן14/5/2026רכזת מילואים במדור קבילות וזכויות הסטודנטהיקף משרה        100%      

     תיאור התפקיד:     



    ריכוז כל המידע הרלוונטי לאפוד אקדמי ומתן מענה למשרתי מילואים    



    ביצוע בדיקות ומעקב אחר הליכי מחשוב הקשורים בהתאמות אפוד אקדמי    



    מתן תמיכה רוחבית למשתמשים באפוד האקדמי",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197791,,onsite,":
ריכוז כל המידע הרלוונטי לאפוד אקדמי ומתן מענה למשרתי מילואים
ביצוע בדיקות ומעקב אחר הליכי מחשוב הקשורים בהתאמות אפוד אקדמי
מתן תמיכה רוחבית למשתמשים באפוד האקדמי
תיווך בין הסטודנטים למחלקות
ריכוז וועדת חריגים
השאלת מודמים למשרתי מילואים
ביצוע פרויקטים ומשימות נוספות בהתאם לצרכי העבודה ו",
"#197769גוש דן12/5/2026אחראית תחום תארים במדור לתוכניות מובנות במערך לתוכניות ייעודיותהיקף משרה        100%       



     תיאור התפקיד:     



 

	   

 

   ריכוז תחום התארים במדור הכולל תכנון מערכת שעות, קביעת לוח בחינות, גיוס מרצים ועוד.   



 

	   

 

    סיוע בפיתוח תוכניות לימודים חדשות והובלת יוזמות ותהליכי ייעול ובקרה בממשקי הע",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197769,,onsite,":
ריכוז תחום התארים במדור הכולל תכנון מערכת שעות, קביעת לוח בחינות, גיוס מרצים ועוד.
סיוע בפיתוח תוכניות לימודים חדשות והובלת יוזמות ותהליכי ייעול ובקרה בממשקי העבודה האקדמי-מנהלי.
פיקוח ובקרה על תהליכי שירות ורישום סטודנטים לתוכניות לאורך השנה.
טיפול שוטף ומענה לפניות מרצים וסטודנטים.
עבודה מול משרדי מינהל הסטודנטים (קבלת תלמידים, סטאטוס, שכ""ל וכו').
יצירת קשרים עם גורמי חוץ לצורך פיתוח מסלולי לימודים משותפים.
ביצוע פרויקטים ומשימות נוספות בהתאם לצרכי העבודה ו",
"#197582גוש דןמפתח/ת פתרונות AIהיקף משרה        100%       

      תיאור התפקיד:       

   לאוניברסיטת בר-אילן דרוש/ה מפתח/ת פתרונות   AI   לתפקיד   Hands-on   הכולל פיתוח פתרונות   AI   ארגוניים מקצה לקצה.    

   התפקיד כולל פיתוח פתרונות מבוססי   AI   ו-  LLM  , בוטים חכמים,",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=197582,,onsite,":
לאוניברסיטת בר-אילן דרוש/ה מפתח/ת פתרונות
AI
לתפקיד
Hands-on
הכולל פיתוח פתרונות
AI
ארגוניים מקצה לקצה.
התפקיד כולל פיתוח פתרונות מבוססי
AI
ו-
LLM
, בוטים חכמים, יכולות
RAG
ואינטגרציה למערכות קיימות, בסביבה חדשנית המשלבת אתגרים טכנולוגיים ועבודה צמודה עם יחידות מקצועיות בארגון.
התפקיד דורש עצמאות טכנית גבוהה, יכולת להבין דרישה ולגבש עבורה מימוש טכנולוגי ישים, ועבודה שוטפת עם צוותים טכנולוגיים נוספים.
תחומי אחריות:
פיתוח
Hands-on
של פתרונות
AI
ארגוניים מקצה לקצה
פיתוח, תחזוקה ושדרוג של פתרונות מבוססי
LLM
, כולל בוטים,
Agents
ויכולות
RAG
פיתוח שירותים, תהליכים ורכיבי אינטגרציה למערכות מידע ארגוניות
עבודה עם
APIs
, שירותי ענן ורכיבי תשתית רלוונטיים
הבנת",
"#185286גוש דן**דרושים/ות דרושים/ות מתאמים/ות (אדמיניסטרציה) באוניברסיטת בר אילן**לאוניברסיטת בר-אילן דרושים/ות מתאמים/ות (אדמיניסטרציה) 

מדובר במספר משרות זמניות בהיקפי משרה משתנים (מלאה וחלקית). 

תיאור התפקיד: 

עבודת מזכירות הכוללת מענה טלפוני, טיפול בדוא""ל, קבלת קהל, ניהול יומן פגישות וכד' טיפול ומענה לפניות סטודנטים ומר",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=185286,,onsite,":
עבודת מזכירות הכוללת מענה טלפוני, טיפול בדוא""ל, קבלת קהל, ניהול יומן פגישות וכד' טיפול ומענה לפניות סטודנטים ומרצים
טיפול בבקשות על חידוש לימודים/סיום תואר של סטודנטים, קשר שוטף ותיווך בין הסטודנטים לבין המחלקות ומול מדורי מינהל הסטודנטים (סטאטוס, הרשם וכו'), מעקב אחר סיום תואר וקבלת דיפלומה.
ריכוז תוכניות לימודים וסילבוסים
ביצוע פרויקטים ומשימות נוספות בהתאם לצרכי העבודה ו",
"#180774גוש דן**דרושים/ות סטודנטים/ות לעבודה משרדית באוניברסיטת בר אילן**אוניברסיטת בר אילן מחפשת סטודנטים/ות בעלי/ות מוטיבציה לעבודה כללית משרדית בסביבה אקדמית ותומכת.    

  העבודה כוללת מגוון משימות משרדיות עם אפשרות לגמישות בשעות, מתאימה לסטודנטים/ות    

 

   דרישות התפקיד    :    

 

	    זמינות לעבודה בשעות גמישות",אוניברסיטת בר-אילן,רמת גן,2026-05-10,https://careers.topmatch.co.il/biu/redmatch-apply/redmatch.apply.html?compPositionID=180774,,onsite,,":
זמינות לעבודה בשעות גמישות (בין 30-100 שעות חודשיות)
יכולת עבודה עצמאית וניהול זמן
שליטה טובה ביישומי מחשב
(Word, Excel, Outlook)
שכר
:
סטודנטיאלי כ-35 ש""ח לשעה"
