title,company,location,date,deadline,url,department,workplace_type,staff_type,internal_external,description,requirements
טכנאי/ת רנטגן- בית הספר לרפואת שיניים/הפקולטה למדעי הרפואה והבריאות (JB-1286),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-17,https://www.tau.ac.il/JB-1286/2026/position,בית הספר לרפואת שיניים הפקולטה לרפואה,onsite,administrative,חיצוני,"ביצוע צילומי רנטגן דנטליים ופיתוחם.
מתן שירות למטופלים, סטודנטים, מתמחים וחברי סגל ביה""ס.
הדרכה מעשית של סטודנטים לרפואת שיניים.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
תעודת רנטגנאי מוסמך – חובה.
ניסיון בצילומי רנטגן דנטליים – יתרון.
ניסיון בעבודה בתחום הרנטגן – יתרון.
ניסיון בהדרכה – יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה גבוהה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: העבודה במשמרות. נדרשת נכונות לביצוע שעות נוספות בהתאם לצורך."
ספרן/ית - מדור יעץ ושירותי קוראים- ספריית משפטים (JB-1303),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-17,https://www.tau.ac.il/JB-1303/2026/position,ספריית הפקולטה למשפטים,onsite,administrative,חיצוני,"מתן שירותי השאלה, יעץ והדרכה לסטודנטים, לסגל אקדמי ולקהל הרחב.
מתן יעץ ומענה לפונים לספרייה במגוון ערוצי המדיה הדיגיטלית.
העברת הדרכות פרונטליות ומקוונות (בעברית ובאנגלית), יחידניות וקבוצתיות, בשימוש במשאבי המידע של הספרייה, כלי AI, תוכנות ביבליוגרפיות וכלים מתקדמים נוספים.
סיוע בפיתוח שירותי יעץ והדרכה חדשים.
התעדכנות שוטפת במאגרי מידע ובטכנולוגיות מידע.
מתן שירותי השאלה בין ספרייתית.
השתתפות בפרויקטים, לרבות פיתוח אוספי הספרייה והעלאת תוכן עניינים של ספרים מודפסים לקטלוג.
ביצוע מטלות ספרניות נוספות על פי הצורך.","תואר אקדמי. רצוי בתחום המשפטים.
הכשרה פורמלית בספרנות/מידענות (תואר אקדמי או תעודה בספרנות/מידענות ממוסד לימודים מוכר לספרנות) - תישקל מועמדותם של מועמדים לקראת לימודים אקדמיים/תעודה במידענות/ספרנות.
ניסיון בעבודה בתחום הספרנות. ניסיון בתחומים של השאלה, השב""ס, יעץ והדרכה – יתרון.
ניסיון בעבודה עם מערכות ALMA / PRIMO /RAPID  – יתרון.
ניסיון בעבודה עם מאגרי מידע. היכרות וידע במאגרי מידע בתחום המשפטי – יתרון.
היכרות וניסיון בעבודה עם כליAI  – יתרון.
שליטה ביישומיOFFICE , לרבות שליטה בEXCEL- ואוריינות מחשב ברמה גבוהה.
שליטה בשפות עברית ואנגלית ברמה גבוהה.
יכולת עמידה מול קהל וכישורי הדרכה והנחיית קוראים (בעברית ובאנגלית).
יכולת לימוד של מערכות חדשות, פתיחות לחידושים והתעדכנות מקצועית עצמאית.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
כושר ארגון, תיאום, יוזמה ואחריות.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה במשמרות, בימי ו' ובשעות נוספות בהתאם לצורך."
מרכז/ת תחום אבחון לקויות למידה- הדקאנט להצלחת הסטודנטים והסטודנטיות (JB-1327),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-17,https://www.tau.ac.il/JB-1327/2026/position,דקאנט הסטודנטים,onsite,administrative,חיצוני,"טיפול בפניות המגיעות למדור בנושא בקשה להתאמות.
אבחון סטודנטים.
פיתוח מקצועי של כלי האבחון.
הדרכת מאבחנות חדשות.
קשר עם המזכירות האקדמית והפקולטות בנושא התאמות לימודיות.
קשר עם מרכזי אבחון מקבילים ועם המרכז הארצי לבחינות והערכה.
מתן מענה בתחום לקויות למידה לתכניות חוץ השייכות לאוניברסיטה.
קידום נושא העלאת המודעות לתחום לקויות הלמידה בקמפוס.
תכנון והעברה של ימי עיון לצוות המינהלי והאקדמי.
עדכון ואיפיון הצרכים במערכת הממוחשבת ממת""א.
אחריות על הקשר עם מדריכות החוג ללקויות למידה באוניברסיטה.
ביצוע מטלות נוספות ככל שיידרש.","תואר שני בחינוך ללקויי למידה הכולל הסמכה לאבחון או תואר שני בחינוך ללקויי למידה בצירוף תעודת מאבחן לקויות למידה – חובה. תעודת הוראה – יתרון.
ניסיון באבחון מת""ל – חובה.
ניסיון של מספר שנים באבחון בוגרים – חובה.
ניסיון בתפקיד דומה במרפאות קשב, באקדמיה או במתי""א – חובה.
ניסיון בעבודה עם צוות רב מקצועי (פסיכולוגים, פסיכיאטרים, עו""סים, מרפאים בעיסוק) – חובה.
ניסיון בהדרכה – יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת הנחייה והדרכה.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת עבודה בסביבת מרובת ממשקים והתמודדות עם מצבים מורכבים.
יכולת התמודדות עם עומס משימות ועמידה בלוחות זמנים.
יוזמה ויכולת להנעת תהליכים.
כושר תיאום, תכנון וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
מתאם/ת מערכת מינהל תלמידים באגף רישום ומינהל תלמידים- משרה ארעית (JB-1255),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-17,https://www.tau.ac.il/JB-1255/2025/position,אגף רישום ומנהל תלמידים,onsite,administrative,חיצוני,"בדיקת צורכי היחידות בנושאים הקשורים למינהל תלמידים ולהוראה,
לרבות סיוע בפתרון בעיות בתיאום עם אגף מחשוב וטכנולוגיות מידע.
הפקת נתונים ודוחות עבור מגוון גורמים בקמפוס ומחוצה לו.
הדרכת גורמים ביחידות הקמפוס במכלול הנושאים שבתחום מערכת מנהל תלמידים.
ייזום מהלכים לשיפור תהליכי עבודה בכל הקשור למערכת הממוחשבת.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון בעבודה עם מערכת מינהל התלמידים האוניברסיטאית - עדיפות.
ניסיון בעבודה עם מערכות ממוחשבות. שליטה מלאה בתוכנות OFFICE, בדגש על שליטה ב- EXCEL ברמה גבוהה.
ידיעת השפה העברית על בוריה, לרבות יכולת ניסוח בכתב ובע""פ וידיעת השפה האנגלית ברמה טובה.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת הנחייה והדרכה.
יוזמה, כושר תיאום ויכולת ארגון ומעקב.
יכולת התמודדות עם עומס משימות ולחץ.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
רכז/ת תלמידים/ות- בית הספר לקולנוע וטלוויזיה/הפקולטה לאמנויות (JB-1308),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-17,https://www.tau.ac.il/JB-1308/2026/position,"בית הספר לקולנוע ולטלוויזיה ע""ש סטיב טיש",onsite,administrative,חיצוני,"טיפול בענייני תלמידים לתואר ראשון ושני כולל:
מתן מענה שוטף לפניות מועמדים, תלמידים וסגל ביה""ס, קבלת קהל ומתן ייעוץ והכוונה.
סיוע בהכנת הידיעון, ארגון החומר הלימודי, רישום לקורסים, דיווח ציונים והזנת נתונים .
קשר עם אגף רישום ומינהל תלמידים וריכוז ועדות הקבלה.
בדיקה ומעקב אחר מילוי חובות אקדמיים וטיפול בסגירת התואר.
סיוע בקביעת מערכת השעות ותיאום לוח הבחינות מול מזכירות הפקולטה.
טיפול במקרים חריגים, ריכוז ועדות הוראה ומעקב אחר החלטותיהן.
סיוע בארגון כנסים, אירועים וטקסים.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה באנגלית ברמה טובה מאוד, לרבות יכולת הבעה ותכתובת בשפות אלה.
ניסיון בעבודה עם מערכות ממוחשבות, כולל שליטה מלאה ביישומי OFFICE.
ידע בתוכנות גלבוע וממת”א – יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
"רכז/ת מורים, ועדת מינויים והתמחויות- ביה""ס לרפואת שיניים (JB-1319)",אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-17,https://www.tau.ac.il/JB-1319/2026/position,"ביה""ס לרפואת שיניים/הפקולטה לרפואה",onsite,administrative,חיצוני,"טיפול בסגל אקדמי בכיר וזוטר, כולל הארכת מינויים ועדכון היקפי משרה ונתונים נוספים במערכת ה- ERP,
טיפול בביטוח אחריות מקצועית, ריכוז טפסי דיווח שעות עבודה וקבלת קו""ח מעודכנים וטפסי משוב.
טיפול בסגל אקדמי שעתי ומתנדב, כולל טיפול בקליטה ובדוחות נוכחות, עדכון וסיום מינויים, ריכוז הטיפול באישורי חניה וסיוע שוטף ומתן מענה בנושאים השונים.
ניהול ההליך האקדמי של תיקי מועמדות למינוי וקידום אקדמי לרבות מתן מענה למועמדים, קבלת תיקי מועמדים ובדיקתם, ריכוז הועדה היחידתית, לרבות זימון ישיבות, הכנת תיקים לדיון, טיפול בתיקים בהתאם להחלטות הוועדה, כתיבת פרוטוקולים והפצתם.
מינוי ועדות מקצועיות, ריכוז הטיפול בפניות לסוקרים, בחינת איכות ותקינות המכתבים, קבלת תשובות ומעקב אחרי ביצוע החלטות, מתן מידע לוועדה המקצועית והגשת תיקים למזכירות האקדמית.
טיפול כולל בתוכניות ההתמחות בבית הספר, לרבות פרסום קול קורא, ריכוז רישום מועמדים, העברת מידע לוועדת הקבלה המחלקתית, ליווי פגישות הוועדות ושליחת מכתבי תשובה. טיפול בהמשך ההליך, כולל גבייה, איסוף מסמכים, מתן אישורים, הרשאות ועוד.
קשר עם מגוון גורמים בבית הספר, בפקולטה, באוניברסיטה ומחוצה לה.
ביצוע מטלות נוספות ככל שיידרש.","תואר אקדמי- רצוי. תעודת בגרות מלאה- חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי עצמאי.
ניסיון  בתחום המינהל האקדמי ו/או כוח אדם - יתרון.
ידיעת השפה העברית על בוריה וידיעה טובה מאוד של השפה האנגלית, לרבות יכולת תכתובת בשפות אלו.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב- ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם ריבוי משימות ועומס.
יוזמה, סדר ודיוק, כושר תכנון ויכולת ארגון, תיאום ומעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה:  נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
רכז/ת בחינות לתואר שני (JB-1311),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-14,https://www.tau.ac.il/JB-1311/position/2026,הפקולטה לניהול,onsite,administrative,חיצוני,"ריכוז הטיפול במערך הבחינות בפקולטה, כולל:
אחריות לגיוס משגיחים ותומכים טכניים, לרבות הנחייתם, שיבוצם, התנהלותם ופיקוח על עבודתם.
שיבוץ חדרים לבחינות, בתיאום עם גורמים בפקולטה ומחוצה לה.
ריכוז מערך הדרכה והטמעה של תוכנת הבחינות הממוחשבות לכלל המשתמשים (סטודנטים וסגל) לרבות ניהול התקשורת עם נציגי החברה המפעילה, סיוע בפתרון בעיות במערכת הממוחשבת לפני ובמהלך הבחינות, תמיכה ומתן מענה לסגל ולתלמידים.
קביעת לוח בחינות ומועדים מיוחדים, קביעת זכאות התלמידים למועד מיוחד.
אחריות להדפסה ושכפול של טופסי הבחינות.
הפקת רשימות הנבחנים ושיבוצם לחדרי הבחינה.
מעקב אחר החזרת הבחינות וסריקתן.
טיפול בסטודנטים בעלי התאמות לימודיות בכל הקשור לבחינות.
טיפול בערעורים.
השתתפות בימים פתוחים, כנסים, טקסים וסיוע בכל הנדרש בארגונם.
אישור התשלומים למשגיחים ולתומכים הטכניים.
סיוע שוטף במזכירות התלמידים, קבלת קהל ומתן מענה למועמדים ולסטודנטים, מענה במערכת פניות וביצוע מטלות נוספות ככל שיידרש.","תואר ראשון - רצוי. תעודת בגרות מלאה לפחות - חובה.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה מאוד.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE, לרבות EXCEL.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת הנחייה ופיקוח.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות עפ""י הצורך."
"מ""מ רכז/ת תלמידים",אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-14,https://www.tau.ac.il/JB-1322/position/2026,הפקולטה למדעי הרוח,onsite,administrative,חיצוני,"טיפול בענייני תלמידים כולל:
מתן מענה למתעניינים וטיפול במועמדים משלב ההרשמה ועד לקליטתם בחוג.
מעקב אחר מצב הלימודים של תלמידי התואר: מילוי חובות אקדמיים, בדיקת דרישות קדם, יישום החלטות ועדת ההוראה ובדיקת זכאות לתואר.
מתן מענה שוטף לפניות תלמידים ולסגל האקדמי, לרבות קבלת קבל ומתן ייעוץ והכוונה, ארגון חומר לימודי, לרבות סילבוסים, רישום לקורסים ודיווח ציונים.
טיפול שוטף בחילופי סטודנטים ומתן פטורים מול הגורמים השונים.
הזנת נתונים למערכת הממוחשבת.
סיוע בארגון סיורים, אירועים, כנסים.
קשר שוטף עם מגוון גורמים בפקולטה ובאוניברסיטה.
ביצוע מטלות נוספות ככל שיידרש.","תעודת בגרות מלאה- חובה. רצוי תואר אקדמי.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים ובעבודה עם מערכות מינהל תלמידים - יתרון.
ידיעת השפה העברית על בוריה וידיעת השפה האנגלית ברמה טובה.
ניסיון בעבודה עם מערכות ממוחשבות ושליטה בתוכנות OFFICE.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP - יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים."
עובד/ת תחזוקה (JB-1306),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-14,https://www.tau.ac.il/JB-1306/position/2026,"הספרייה למדעי החברה, לניהול ולחינוך ע""ש ברנדר-מוס",onsite,administrative,חיצוני,"ביצוע עבודות תחזוקה ותפעול שוטף בבניין הספרייה , כולל :
איתור תקלות ותיקונן.
הזמנת בעלי מקצוע ופיקוח על קבלנים.
טיפול במפגעים ובבעיות בתחום הבטיחות.
סיוע בפיקוח על ניקיון הבניין ועל עבודתם של עובדי הניקיון.
סיוע בארגון אירועים, טקסים ופעילויות מגוונות בספרייה.
מתן שירות לסגל ולסטודנטים במכלול הנושאים שבטיפול.
ארגון אולמות הספרייה חדרי הלימוד בספרייה והציוד המותקן בהם, לרבות טיפול בתחזוקתו.
פינוי, שינוע וסחיבה של משאות כבדים.
דיווח על תקלות באמצעות המערכת הממוחשבת.
השתתפות בפרויקטים שונים של הספרייה ובצוותי העבודה הפועלים בספרייה.
ביצוע מטלות נוספות בהתאם לצורך וע""פ הנחיית הממונים.","השכלה תיכונית/מקצועית מלאה- חובה.
ידע טכני וניסיון בעבודה בתחום האחזקה.
יכולת איתור תקלות וביצוע תיקונים קלים.
כושר גופני טוב.
רישיון נהיגה.
ידע בסיסי בעבודה עם מערכות ממוחשבות.
ידע ויכולת תפעול של מכשירים ומערכות מולטימדיה.
ידיעה טובה של השפה העברית ויכולת תקשורת בשפה האנגלית.
יכולת עבודה עצמאית והשתלבות בצוות.
יכולת עבודה בעומס ובלחץ.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: התפקיד כרוך בעבודה במשמרות.
ביצוע תורנויות בימי שישי, ערבי חג וחול המועד וביצוע שעות נוספות בהתאם לצורך."
רכז/ת תלמידים/ות- בית הספר לקולנוע וטלוויזיה- הפקולטה לאמנויות (JB-1335),אוניברסיטת תל אביב,תל אביב,2026-05-07,2026-05-13,https://www.tau.ac.il/JB-1335/2026/position,"ביה""ס לקולנוע ולטלוויזיה/ הפקולטה לאמנויות",onsite,administrative,פנימי,"טיפול בענייני תלמידים לתואר ראשון ושני כולל:
מתן מענה שוטף לפניות מועמדים, תלמידים וסגל ביה""ס, קבלת קהל ומתן ייעוץ והכוונה.
סיוע בהכנת הידיעון, ארגון החומר הלימודי, רישום לקורסים, דיווח ציונים והזנת נתונים .
קשר עם אגף רישום ומינהל תלמידים וריכוז ועדות הקבלה.
בדיקה ומעקב אחר מילוי חובות אקדמיים וטיפול בסגירת התואר.
סיוע בקביעת מערכת השעות ותיאום לוח הבחינות מול מזכירות הפקולטה.
טיפול במקרים חריגים, ריכוז ועדות הוראה ומעקב אחר החלטותיהן.
סיוע בארגון כנסים, אירועים וטקסים.
ביצוע מטלות נוספות ככל שיידרש.","תעודת בגרות מלאה לפחות, רצוי תואר אקדמי.
תישקל מועמדותם של עובדים ותיקים שאינם עומדים בדרישת ההשכלה ועברו השתלמויות מקצועיות רלוונטיות לתפקיד.
ניסיון של מספר שנים בתפקיד אדמיניסטרטיבי.
ניסיון בתחום מינהל תלמידים – יתרון.
ידיעת השפה העברית על בוריה ושליטה באנגלית ברמה טובה מאוד, לרבות יכולת הבעה ותכתובת בשפות אלה.
ניסיון בעבודה עם מערכות ממוחשבות, כולל שליטה מלאה ביישומי OFFICE.
ידע בתוכנות גלבוע וממת”א – יתרון.
הכרת הנהלים והתקנונים האוניברסיטאיים ושליטה ב-ERP – יתרון.
יכולת עבודה עצמאית והשתלבות בעבודה בצוות.
יכולת התמודדות עם עומס וריבוי משימות.
יוזמה, כושר תיאום וארגון, סדר, דייקנות ויכולת מעקב.
תודעת שירות גבוהה ויחסי אנוש מעולים.
הערה: נדרשת נכונות לעבודה בשעות נוספות בהתאם לצורך."
