title,company,city,date,url,department,workplace_type,description,requirements
Data Engineer,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/data-engineer-2,Technology Consulting,onsite,"We are seeking a skilled and motivated Data Engineer with expertise in Elasticsearch, cloud technologies, and Kafka. As a data engineer, you will be responsible for designing, building and maintaining scalable and efficient data pipelines that will support our organization's data processing needs.","Bachelor's or Master's degree in Computer Science, Engineering, or a related field
3+ years of experience in data engineering
Expertise in Elasticsearch, cloud technologies (such as AWS, Azure, or GCP), Kafka and Databricks
Proficiency in programming languages such as Python, Java, or Scala
Experience with distributed systems, data warehousing and ETL processes
Experience with Container environment such AKS\EKS\OpenShift is a plus
high security clearance is a plus"
Generative AI Engineer,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/generative-ai-engineer,Technology Consulting,onsite,"We are seeking an experienced Generative AI Engineer to join our AI squad at KPMG. This is a unique opportunity to wear multiple hats - serving as both a developer of cutting-edge GenAI solutions and an advisory expert helping organizations transform their AI capabilities. You'll build end-to-end GenAI projects from conception to production while staying at the forefront of this rapidly evolving field.
Key Responsibilities
GenAI Development & Implementation
End-to-End Development
: Build GenAI solutions from POC through production deployment, handling all backend development responsibilities
Client Engagement
: Participate in technical discussions with clients, gather","Technical Expertise:
Programming
: Advanced proficiency in Python for backend development and AI applications
GenAI Mastery
: Deep understanding of large language models (LLMs) and experience with major model APIs (OpenAI, Anthropic, Google, etc.)
Multi-Agent Systems
: Expertise in designing and implementing GenAI multi-agent architectures
Prompt Engineering
: Advanced skills in prompt design, optimization, and engineering techniques
Cloud Platforms
:
Required
: Hands-on experience with AI services in at least one major cloud platform (GCP, Azure, or AWS)
Advantage
: Experience across multiple cloud platforms (AI Search, Vertex AI, SageMaker, etc.)
Development Frameworks
: Experience with GenAI frameworks like LangChain and cloud-based retrieval services
Software Engineering
: Strong background in microservices architecture, API development, and production system design
AI/ML Fundamentals
: Solid understanding of deep learning principles and GenAI techniques
Containerization
(Advantage): Experience with Docker and Kubernetes for deployment and orchestration
OCR Technologies
(Advantage): Experience with Optical Character Recognition systems and document processing
Data Pipelines
(Advantage): Experience building and maintaining data processing pipelines
Professional Experience
Mid+ Level Experience
: 2+ years in AI/ML development with significant GenAI project experience
Production Systems
: Proven track record of deploying and maintaining AI solutions in production environments
Client-Facing Experience
: Comfortable with technical presentations and requirement gathering sessions
Education & Background
Preferred
: Bachelor's or Master's degree in Computer Science, AI, Machine Learning, or related technical field
Alternative
: Demonstrated industrial experience in developing deep learning and GenAI solutions (degree not required with strong portfolio)
Soft Skills
Problem-Solving
: Excellent analytical and creative problem-solving abilities
Communication
: Strong technical communication skills for both technical and non-technical audiences
Collaboration
: Proven ability to work effectively in cross-functional teams
Adaptability
: Thrives in fast-paced environments and eager to learn emerging technologies
Consulting Mindset
: Ability to understand client needs and provide strategic technical guidance
What We Offer
Opportunity to work on cutting-edge GenAI projects across diverse industries
Dual role combining hands-on development with strategic consulting
Access to latest AI technologies and cloud platforms
Collaborative environment with cross-functional teams
Professional development in a rapidly evolving field
Diversity & Inclusion
This"
Senior AI Consultant,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/senior-ai-consultant,Technology Consulting,onsite,"We are looking for a highly skilled Senior AI Consultant to join our Technology Consulting department. This position requires a deep technical background, combined with strong business acumen and sales orientation. You will serve as a trusted advisor to clients, leveraging your expertise to design and implement technology-driven solutions that align with business objectives. In addition, you will play a key role in business development, supporting sales efforts and driving growth.
Key Responsibilities:
Provide expert-level guidance on technology solutions, architectures, and implementation strategies.
Act as a technical authority in client engagements, ensuring solutions meet both technical and business","7+ years of experience in technology leadership roles (e.g., development manager, solution architect, or similar).
Strong technical expertise in areas such as software development, cloud platforms, enterprise architecture, or data analytics.
Proven experience in customer-facing roles, with excellent communication and presentation skills.
Demonstrated experience in sales processes and business development, including technical pre-sales.
Bachelor’s degree in Computer Science, Engineering, or related field (MBA or advanced business education is a plus).
Fluency in Hebrew and English.
מדהים! זו המשרה עליה חלמתי
טופס הגשת מועמדות בטעינה
Liked it?"
Senior Consultant,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/senior-consultant,Technology Consulting,onsite,"We are seeking an experienced Senior Consultant to join our Technology and digital transformation Consulting department. This role combines business acumen, technology expertise, and strong client-facing skills. You will partner with clients to understand their business processes, identify opportunities for improvement, and deliver innovative technology-driven solutions that create measurable impact. Additionally, you will play a key role in business development, supporting sales efforts and contributing to the growth of our practice.
Key Responsibilities:
Act as a trusted advisor to clients, providing strategic guidance on technology solutions aligned with business objectives.
Analyze and optimize business processes, leveraging technology to drive efficiency and growth.
Lead client-facing engagements, presenting recommendations and managing stakeholder expectations.
Support sales processes, including proposal development, client presentations, and contract negotiations.
Drive business development initiatives, identifying new opportunities and building long-term client relationships.
Collaborate with cross-functional teams to design and implement technology strategies and solutions.
Stay up-to-date with emerging technologies and industry trends to provide forward-thinking advice.","7+ years of experience in technology consulting or similar roles within leading consulting firms.
Strong understanding of business processes, operational models, and digital transformation strategies.
Proven ability to work in customer-facing roles, with excellent communication and presentation skills.
Demonstrated experience in sales processes and business development, including pipeline management and client acquisition.
Experience managing complex projects and delivering high-quality outcomes under tight deadlines.
Fluency in Hebrew and English.
מדהים! זו המשרה עליה חלמתי
טופס הגשת מועמדות בטעינה
Liked it?"
GenAI & Data Project Manager,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/genai-data-project-manager-2,Technology Consulting,onsite,"We work with modern cloud-native architectures, large language models (LLMs), multimodal AI, autonomous agents, and advanced analytics platforms to solve complex business challenges. As part of KPMG’s Technology Consulting practice, we collaborate closely with clients, engineers, data specialists, and business stakeholders to translate emerging technologies into scalable, production-grade solutions.
Role Overview
We are looking for a
Data & AI Project Manager
to lead the delivery of AI and Generative AI-based solutions for our clients. In this role, you will own projects end-to-end – from initial scoping and","Bachelor’s degree (B.Sc) in Computer Science, Engineering, Information Systems, Data Science, or a related field.
3+ years of experience in project or product management, with hands-on involvement in data, AI, or technology-driven initiatives.
Strong understanding of data architectures, data pipelines, analytics frameworks, and AI-driven systems.
Proven experience delivering AI or Generative AI solutions into production environments.
Ability to translate complex technical concepts into clear, structured communication for non-technical stakeholders.
Experience managing complex, multi-stakeholder projects with strong organizational and execution skills.
Analytical mindset with the ability to make data-driven decisions and assess trade-offs.
Excellent verbal and written communication skills in English.
High level of ownership, independence, and ability to perform in dynamic, fast-paced environments.
Nice to Have
Background in AI, machine learning, or advanced analytics projects.
Experience working in consulting or client-facing delivery roles.
Familiarity with cloud platforms and modern AI tooling.
Diversity & Inclusion
KPMG Israel is committed to fostering an inclusive and diverse workplace. We believe diversity strengthens teams and drives better outcomes, and we encourage applications from all qualified candidates."
Monday.com Implementor,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/mondaycom-implementor-2,Technology Consulting,onsite,"KPMG's Monday.com global center of excellence and product development department is seeking an implementer in the worlds of Monday.com for the design and development of automated processes
Responsibilities:
Designing and writing","-Technological background – a must
-Relevant degree – a must
-3 years experience in implementation of Monday.com
-Experience in project management- a must
-Experience in implementing technological platforms - a must
-Experience in the financial world - an advantage
-Certification from the worlds of projects - an advantage
-Motivation and desire to learn
-English at a native level"
Technology Implementation Specialist - Microsoft 365 & Copilot,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/technology-implementation-specialist-microsoft-365-copilot,Technology Consulting,onsite,We are looking for a driven Technology Implementation Specialist (Microsoft 365 & Copilot) to support the successful adoption of Microsoft 365 and AI-based productivity tools for enterprise clients.,"2+ years of proven experience in delivering technological trainings and enablement programs, combined with hands-on involvement in technology implementation projects.
Academic degree in a technological field and/or a degree in Learning Technologies / Instructional Design.
Strong technological background with the ability to work hands-on with enterprise systems as part of implementation projects.
Experience working directly with large and/or international clients, including delivery in diverse organizational environments.
Proven ability to design, deliver, and facilitate professional trainings, workshops, and onboarding sessions, including creation of supporting learning materials.
Excellent presentation and communication skills in English – fluent spoken and written.
Familiarity with Microsoft 365 technologies such as Teams,"
Cloud Security Engineer,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/cloud-security-engineer,Technology Consulting,onsite,"KPMG Israel is looking for an excellent Cloud Security Expert to provide advisory services to our biggest clients and help them to build and secure their cloud environments.
Major Responsibilities:
Be part of our Great and growing Cloud security team to consult, design, develop, implement, and support our customer’s secure cloud environments
Deliver technology-related aspects of cloud security solutions and services to client engagements","discovery, architecture, design, and implementation of technical controls and cloud security tools
Cloud environments configuration reviews and assessment
Act as technical subject matter expert and the technical focal point for clients
When working with clients abroad, collaborate with KPMG member firms teams
Requirements
2-5 years of experience in Cloud security - Must
Technical background and hands-on experience with public cloud providers: Azure, AWS, GCP – Must
Experience with SaaS solutions such as: Office365,Microsoft Teams, Workspace, SalesForce - Must
Technical background and hands-on experience with Containers, Dockers, Microservices and Kubernetes – preferred
Familiarity with security frameworks/standards (NIST, CiS , CMMC controls, etc.) – Preferred
Deep Understanding in the fields of: EDR, Monitoring, Identities, Security Policies, Data Security, Networking, Hybrid environments, Automations – Must (at least 3)
Experience with Security Solutions in the fields of: SIEM, WAF, IPS, Anti-DLP, MDM/MAM, Collaboration, Security Policies, CasB Zero Trust, SASE, Firewalls & More – Must (at least 3)
Experience with various OSs (Linux/Windows/Mac) - Advantage
knowledge of networking and network security technologies – Advantage
Experience and understanding of common cloud security attacks and their remediation – Advantage
Experience with automation/configuration management using tools like Terraform, Ansible, CloudFormation or an equivalent – Advantage"
Cloud Security Engineer - Client Oriented,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/cloud-security-engineer-client-oriented,Technology Consulting,onsite,The Cyber & Cloud Security Department is seeking a Cloud Security Engineer for a challenging role that includes ongoing on‑site work with a client.,"Bachelor’s degree in Computer Science, Business Administration, Industrial Engineering and Management, or a relevant professional program
Hands‑on experience in maintaining computing systems, servers, and infrastructures across various operating systems. Relevant professional experience from a technological military unit – an advantage
Significant experience with Azure Cloud and Azure infrastructures
Experience working with Infrastructure as Code (IaC) and familiarity with tools such as Terraform / Bicep / ARM
Experience with VMs, containers, hypervisors, and cloud environments
Basic scripting knowledge (Bash / Python / PowerShell)
Background in information security and infrastructure hardening
Familiarity with networks, communication protocols, and information securityStrong verbal and written communication skills in Hebrew and English"
AI/ML Developer,KPMG Israel,Tel Aviv,2026-05-11,https://kpmg.co.il/technologyconsulting/he/vacancies/technology-consulting/aiml-developer-2,Technology Consulting,onsite,"We are seeking for a talented AI/ML developer with strong focus on Python expertise and hands-on experience in AI/ML models to join our Data Science group. The Data Science group plays a pivotal role in driving the execution and delivery of advanced AI and modern Machine Learning solutions, that empower impactful projects to our target sectors.
Key Responsibilities:
Take part in all development aspects, from concept to production, of AI/ML models and LLM-based features (agents development)
Stay up to date with state-of-the-art research in the field of LLM and apply relevant advancements to improve our solutions
Mentor new team members and share your expertise to strengthen the team’s collective knowledge","4 years in Data Science, with industry experience in building and optimize AI/ML models
Specialized expertise in modern machine learning methods related to Natural Languages Processing (Transformers, Embeddings, LLMs)
Experience deploying AI/ML services and applications on at least one major cloud platform (Azure, AWS, GCP)
Pratrical skills using modern ML and Generative AI frameworks (Langchain, PyTorch, Tensorflow, Hugging Face and other open-source/ APIs and similar)
Experience with LLM applications and techniques, such as Retrieval-Augmented-Generation (RAG), Chane-of-Thought (CoT) prompting, and open-source LLMs fine tuning
Ability to write production ready code, with strong expertise in designing and implementing ML pipelines
Excellent problem-solving skills with a critical and creative mindset
Exceptional communication skills and a collaborative approach to teamwork
BSc, master or PhD in appropiate technology field (Computer Science, Electrical Engineering, Statistics, Applied Math, etc.)
A Big Plus If You Have:
Extensive experience in integrating and working with vector databases (e.g. Elastic, Milvus and more) for high-performance similarity search, semantic search and embeddings management.
Experience with building continuous integration and monitoring for Machine Learning applications.
מדהים! זו המשרה עליה חלמתי
טופס הגשת מועמדות בטעינה
Liked it?"
